Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
05/30/2022 06:09:45.762	EXCEL (0x7DC)	0x1758	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthMetadataDeviceConsolidated","Flags":33777031581908737,"InternalSequenceNumber":92,"Time":"2022-05-30T06:09:44.213Z","Rule":"120600.3","Contract":"Office.Legacy.Metadata","Data.ProcTypeText":"x64","Data.ProcessorCount":4,"Data.NumProcShareSingleCore":2,"Data.NumProcShareSingleCache":4,"Data.NumProcPhysCores":2,"Data.ProcSpeedMHz":2396,"Data.IsLaptop":true,"Data.IsTablet":false,"Data.RamMB":8192,"Data.PowerPlatformRole":2,"Data.SysVolSizeMB":243383,"Data.SysVolFreeSpaceMB":180879,"Data.DeviceManufacturer":"HP","Data.DeviceModel":"HP Laptop 15s-eq1xxx","Data.DigitizerInfo":0,"Data.SusClientId":"9698B3E4-0DD0-43D3-B122-818DE496CF7E","Data.WindowsSqmMachineId":"D3DC895B-DD07-4602-870B-B2066C66DBAD","Data.ComputerSystemProductUuidHash":"0jDOcnvUbmbzI+JCBV24K02gpbw=","Data.DeviceProcessorModel":"AMD Athlon Gold 3150U with Radeon Graphics     ","Data.HasSpectreFix":true,"Data.BootDiskType":"SSD"}	
05/30/2022 06:09:45.762	EXCEL (0x7DC)	0x1758	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthMetadataOS","Flags":33777031581908737,"InternalSequenceNumber":93,"Time":"2022-05-30T06:09:44.213Z","Rule":"120601.2","Contract":"Office.Legacy.Metadata","Data.OsMajorVer":10,"Data.OsMinorVer":0,"Data.OsBuild":22000,"Data.OsBuildRevision":9,"Data.OsSuite2":768,"Data.ServicePackMajorVer":0,"Data.ServicePackMinorVer":0,"Data.OsSku":100,"Data.IsTerminalServer":false,"Data.OSVersionString":"10.0","Data.OSEnvironment":10,"Data.HorizontalResolution":1920,"Data.VerticalResolution":1080,"Data.ScreenDpi":120,"Data.ScreenDepth":32,"Data.OsLocale":1049,"Data.OsUiLang":1049,"Data.KeyboardLanguage":1033,"Data.SystemLocale":1049,"Data.CountryRegion":203,"Data.TimeZoneBiasInMinutes":-300,"Data.OsLocaleTag":"ru-RU","Data.KeyboardLanguageTag":"en-US","Data.SystemLocaleTag":"ru-RU"}	
05/30/2022 06:09:45.762	EXCEL (0x7DC)	0x1758	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthMetadataApplicationAndLanguage","Flags":33777005812104961,"InternalSequenceNumber":94,"Time":"2022-05-30T06:09:44.213Z","Rule":"120602.3","Contract":"Office.Legacy.Metadata","Data.AppBuild":13426,"Data.AppBuildRevision":20274,"Data.AppMajorVer":16,"Data.AppMinorVer":0,"Data.Click2RunPackageVersionBuild":13426,"Data.Click2RunPackageVersionMajor":16,"Data.Click2RunPackageVersionMinor":0,"Data.Click2RunPackageVersionRevision":20274,"Data.InstallType":2,"Data.IsDebug":false,"Data.IsOEMInstalled":false,"Data.IsRunAsAdmin":false,"Data.OfficeArchitectureText":"x64","Data.OfficeBuild":13426,"Data.OfficeBuildRevision":20270,"Data.OfficeMajorVer":16,"Data.OfficeMinorVer":0,"Data.ProcessFileName":"excel.exe","Data.MsoAppId":1,"Data.SqmAppId":2,"Data.AppState":0,"Data.IsClickToRunInstall":true,"Data.IsImmersive":false,"Data.OfficeUiLang":1049,"Data.OfficeMuiCount":1,"Data.OfficeSkuLanguage":1049,"Data.OfficeUiLangTag":"ru-RU","Data.OfficeSkuLanguageTag":"ru-RU","Data.IsWdag":false,"Data.IsRoboticProcessAutomation":false}	
05/30/2022 06:09:45.762	EXCEL (0x7DC)	0x1758	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Licensing.OfficeClientLicensing.DoLicenseValidation","Flags":33777005828947969,"InternalSequenceNumber":95,"Time":"2022-05-30T06:09:44.213Z","Rule":"224901.11","Contract":"Office.Legacy.Metadata","Data.LicensingACID":"85DD8B5F-EAA4-4AF3-A628-CCE9E77C9A03","Data.OlsLicenseId":"04145-000-000000","Data.LicenseStatus":2,"Data.LicenseType":6,"Data.IsSubscription":false,"Data.IsSCA":false,"Data.IsvNext":false,"Data.IsRFM":true,"Data.LicenseCategory":7,"Data.LicensingMode":0,"Data.IsEdu":false}	
05/30/2022 06:09:45.762	EXCEL (0x7DC)	0x1758	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthDesktopSessionLifecycleAndHeartbeat","Flags":33777005812105217,"InternalSequenceNumber":96,"Time":"2022-05-30T06:09:44.245Z","Rule":"120107.5","Contract":"Office.Legacy.Lifecycle","Data.Time":"2022-05-30T06:09:43.709Z","Data.State":0,"Data.PreviousBuild":"Unknown","Data.InstallMethod":0,"Data.OfficeArchitectureText":"x64"}	
05/30/2022 06:09:45.762	EXCEL (0x7DC)	0x1758	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthRollbackSessionMetadata","Flags":33777005812105217,"InternalSequenceNumber":97,"Time":"2022-05-30T06:09:44.245Z","Rule":"120119.0","Contract":"Office.Legacy.Metadata","Data.PreviousBuild":"Unknown","Data.InstallMethod":0}	
05/30/2022 06:09:45.762	EXCEL (0x7DC)	0x1758	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthMetadataApplicationAdditional","Flags":33777005812104961,"InternalSequenceNumber":98,"Time":"2022-05-30T06:09:44.943Z","Rule":"120603.8","Contract":"Office.Legacy.Metadata","Data.FirstRunTime":"2022-05-20T06:12:00.000Z","Data.IsLabMachine":false,"Data.IsSubscription":false,"Data.StudyId":0,"Data.WinUserActType":0,"Data.IsJoinedToDomain":false,"Data.IsMsftInternal":false,"Data.CollectibleClassifications":5,"Data.SqmUserId":"90A79E6F-DF26-4C96-9F2A-FA80BF37DBAA","Data.ECSConfigs":"P-R-76757-1-2,P-R-26146-5-15,P-D-29635-1-1,P-D-27087-1-9,P-R-79688-1-3,P-R-66593-1-4,P-R-58616-18-17,P-X-98518-3-7,P-R-66908-18-17,P-R-64594-18-17,blockedgraphicsadapter_rev2:174674,P-R-58640-1-3,P-R-65293-1-4,P-R-60912-18-17,P-R-35099-2-4,P-X-50506-1-3,P-R-68264-18-11,P-R-64220-18-14,P-R-62022-2-6,P-R-55746-2-5,P-R-46974-18-18,chpre575:172897,P-R-71414-1-6,P-R-53005-22-22,P-R-61342-18-15,P-R-52316-18-37,P-R-49162-18-13,P-R-49161-18-13,P-R-40253-6-19,P-R-40254-6-18,P-R-35401-6-7,P-R-32107-22-22,P-R-66715-18-10,P-R-52315-18-26,P-R-28546-6-10,P-R-24980-8-48,P-R-24390-5-11,P-R-19046-2-19,P-R-18279-2-65,P-R-56232-18-20,P-R-55934-18-8,P-R-52982-18-34,P-R-51145-2-7,P-R-41046-2-40,P-R-51765-18-46,P-X-71707-1-5,P-X-66590-1-5,P-R-73334-3-9,P-R-69129-1-5,P-R-67932-1-4,P-R-66502-2-3,P-R-65201-18-18,P-R-62875-2-4,P-R-60579-2-2,P-R-60333-1-3,P-R-56667-18-24,P-R-58107-2-2,P-R-56751-18-13,P-R-55743-1-3,P-R-52789-18-21,P-R-51958-1-5,P-R-48148-18-18,P-R-47451-18-20,P-R-38085-12-9,P-R-35389-18-38,P-D-34257-9-5,docssharedwithmeaggregatedmrubackendenabled:108536,enableactronodc:48605,P-X-1010075-1-5,P-X-1007231-1-5,P-X-1007229-1-5,P-X-64936-1-9,P-X-117625-3-8,P-X-72964-2-5,P-X-110681-1-5,P-X-96065-1-3,P-X-93687-1-3,P-X-82997-2-3,P-X-71495-1-5,P-X-70513-1-3,P-X-68730-1-7,P-X-68555-1-3,P-X-68195-1-11,P-X-68153-5-11,P-X-54295-1-4,P-E-28677-C1-3,P-R-76682-1-7,P-R-68317-16-7,P-R-75020-1-4,P-R-71457-1-4,P-R-71144-1-4,P-R-70427-1-4,P-R-69608-1-4,P-R-69564-1-4,P-R-68637-1-7,P-R-68267-1-4,P-R-68070-1-5,P-R-67856-1-4,P-R-67569-22-6,P-R-67658-1-4,P-R-67252-18-5,P-R-67168-1-4,P-R-66638-10-6,P-R-66639-18-2,P-R-66115-1-4,P-R-66155-18-6,P-R-66146-18-9,P-R-66118-18-9,P-R-66114-1-6,P-R-48193-18-22,P-R-65424-18-11,P-R-65160-18-8,P-R-64939-18-11,P-R-64702-30-10,P-R-64564-18-4,P-R-63818-12-10,P-R-63997-2-3,P-R-63433-1-4,P-R-63402-18-7,P-R-62985-18-15,P-R-61664-18-11,P-R-62706-18-13,P-R-62653-18-7,P-R-62440-26-23,P-R-61628-28-8,P-R-61210-18-10,P-R-61110-18-14,P-R-60723-18-15,P-R-60372-18-16,P-R-60188-18-8,P-R-60053-18-16,P-R-59995-18-25,P-R-55862-18-18,P-R-59644-18-11,P-R-59438-18-17,P-R-58073-22-9,P-R-55122-8-8,P-R-53072-18-13,P-R-54374-1-4,P-R-53209-18-7,P-R-52551-18-21,P-R-52154-18-19,P-R-51909-18-18,P-R-51036-18-3,P-R-50358-18-26,P-R-50255-10-9,P-R-50164-1-5,P-R-48991-18-47,P-R-47958-1-4,P-R-47957-1-4,P-R-46288-18-6,P-R-44929-8-40,P-R-46000-18-12,P-R-45022-18-16,P-R-45314-10-16,P-R-45091-18-26,P-R-43637-60-59,P-R-44965-2-6,P-R-44703-18-26,P-R-40828-2-3,P-R-37373-18-27,P-R-36800-1-11,P-R-36593-C15-7,P-R-33312-6-18,P-R-32170-20-22,P-R-31415-1-4,P-R-30540-1-5,P-R-30539-4-5,P-R-30535-3-5,P-R-30534-8-7,P-R-30138-18-34,P-D-1004643-9-1,P-D-92545-9-1,P-D-70992-8-1,P-D-70990-5-1,P-D-70989-4-1,P-D-61717-9-1,P-D-50612-3-2,P-D-50611-1-1,ex463:216368,exins226:208458,ex657:225604,insights-usebettersuggestedquestions:220891,hhecd286:228342,exuse615cf:194369,ex457:181583,exins341:141967,exins747:149093,expow664cf:181833,powerquerystrgeneralerrorwithattachlogs:181244,exocs326:64406,exdyn125:60990,ex5cd839:112632,exfpi642:105134,exena830:195863,exric997:113080,P-E-38231-2-4,P-R-94560-14-12,P-R-94189-14-13,P-R-93882-14-26,P-R-61147-18-2,P-R-54728-16-23,P-R-54698-16-16,P-R-54658-18-19,P-R-38306-18-3,P-R-34019-4-3,P-R-35109-4-3,P-X-51262-1-11,P-X-52591-1-11,P-X-54358-1-7,P-X-59892-1-5,P-X-53975-3-9,P-X-55860-1-11,P-X-67585-1-3,P-X-66207-2-4,P-X-65582-1-3,P-X-53845-1-9,P-X-56274-1-9,P-X-63134-1-7,P-X-62261-1-3,P-X-58678-1-5,P-X-58852-1-3,P-X-55832-1-6,P-X-56147-1-5,P-X-56154-1-5,P-X-54212-1-5,P-X-53772-1-3,P-E-42700-2-4,P-R-71358-1-4,P-R-71356-1-4,P-R-70941-1-4,P-R-69779-1-4,P-R-69065-1-3,P-R-67160-1-7,P-R-66995-1-4,P-R-62464-18-10,P-R-59193-1-3,P-R-59094-1-4,P-R-48730-22-37,P-R-44830-18-13,P-R-48699-18-18,P-R-47468-16-19,P-R-45609-14-6,P-R-45177-18-24,P-R-45197-2-6,P-R-42457-18-5,P-R-41721-18-13,P-R-37963-18-26,P-R-40980-18-16,P-R-39029-5-18,P-R-36315-10-31,P-R-38162-58-62,P-R-37492-18-9,P-R-36575-4-6,P-R-35945-10-5,P-R-29809-1-6,P-R-28276-1-4,P-R-26968-3-9,firef346:34525,fimoc589:28979,fiena947:30635,fiseg128:61935,fista407:61027,fiups472:57769,fisyn285:63948,fiena609:79497,fisha246:68967,fiser190:49498,fidav265:55035,ficac841:49664,fiena340:60251,fiena415:38780,firef949:45002,fiena490:34181,remotemovedevice:42500,fiena276:41004,fiena381:49997,happy03172020-1:61977,P-R-67433-24-14,P-R-64487-18-13,P-R-53545-4-5,P-R-50711-18-11,P-R-49736-6-22,P-R-48706-18-18,P-R-42696-18-12,P-R-32106-7-33,P-R-30085-1-9,P-R-25157-8-14,P-R-24363-6-11,P-R-19814-1-62,P-R-19014-1-26,P-R-19012-1-57,P-R-33555-1-5,P-X-1015554-1-5,P-X-71052-1-5,P-X-61720-1-9,P-X-60058-1-5,P-X-65301-1-3,P-X-59792-1-5,P-X-59793-1-5,P-X-55549-7-17,P-X-50220-1-3,P-X-49730-1-3,P-X-47943-1-3,P-X-47814-1-3,P-X-47754-1-3,P-R-71148-1-5,P-R-69349-1-6,P-R-69347-1-5,P-R-68723-1-5,P-R-62179-42-21,P-R-65312-18-13,P-R-64841-22-15,P-R-64983-2-3,P-R-63587-18-21,P-R-63100-28-10,P-R-62771-18-21,P-R-61959-40-12,P-R-61731-26-14,P-R-55589-6-4,P-R-54417-18-5,P-R-54105-18-20,P-R-53585-18-18,P-R-52529-18-15,P-R-52038-28-18,P-R-51447-28-16,P-R-51440-28-33,P-R-50980-2-4,P-R-49175-18-22,P-R-48950-46-30,P-R-36683-18-39,P-R-48273-18-26,P-R-47260-18-23,P-R-43284-18-19,P-R-43285-12-22,P-R-40990-12-15,P-R-35972-2-5,P-R-35572-14-3,P-R-32741-32-16,P-R-28751-2-20,P-D-34269-2-5,grski455:227436,captionclientthreshold43:61686,grena306:81650,gruse474:44862,grsvg156:58147,grish568:50609,grisa112:50610,grdat134:51428,gruse488:19772,grico406:19777,P-E-29576-C1-7,P-E-29325-2-4,P-R-49830-18-15,P-R-40732-18-16,P-R-32996-18-24,P-R-50429-18-8,P-R-36539-10-5,P-R-71688-1-5,P-R-68019-1-6,P-R-65984-18-24,P-R-65295-18-23,P-R-62407-1-4,P-R-61861-1-4,P-R-59944-24-19,P-R-54640-34-22,P-R-53421-28-14,P-R-50764-18-14,P-R-35985-C13-20,P-R-35891-18-5,P-R-32004-2-5,P-R-64773-18-19,P-R-71419-18-14,P-R-68336-2-4,P-R-67539-18-19,P-R-65480-18-9,P-R-64755-18-12,P-R-61248-18-6,P-R-60339-18-14,P-R-60117-18-53,P-R-60075-14-14,P-R-55763-18-48,P-R-51995-18-28,P-R-52000-18-27,P-R-49683-18-18,P-R-47985-18-16,P-R-47734-18-48,P-R-44808-18-79,P-R-42896-30-116,P-R-39113-26-47,P-X-72042-5-20,P-R-79963-1-2,P-R-71031-1-7,P-R-67851-1-4,P-R-65186-1-4,P-R-64159-18-18,P-R-60816-10-19,P-R-59317-2-5,P-R-55843-18-31,P-R-51764-1-4,P-R-42392-2-4,P-R-39073-1-5,P-D-64048-1-3,useasviewertreatment:87580,P-R-1009855-12-13,P-R-98856-18-48,P-R-38410-18-22,P-X-77136-3-21,P-X-76080-1-5,P-X-70159-1-5,P-X-70418-1-3,P-X-51759-1-3,P-R-25943-8-15,P-R-68488-1-4,P-R-66436-1-3,P-R-64000-18-17,P-R-65296-1-3,P-R-64178-18-9,P-R-59534-1-3,P-R-55700-38-9,P-R-54557-1-3,P-R-52452-18-21,P-R-50055-18-7,P-R-49315-18-5,P-R-46818-18-32,P-R-45382-18-7,P-R-42580-18-8,P-R-37603-3-6,P-R-36649-8-8,experimentationsdxpreload5:77727,oesso780:124194,exceljswin32platformbundle:84694,oesha722:108398,oemac358:20502,P-R-66540-18-14,P-R-64827-1-4,P-R-53310-20-30,P-R-38510-2-10,P-R-37550-20-13,P-R-32186-C27-29,P-X-67974-1-3,P-X-55857-1-3,P-R-56618-1-3,peinp854:111833,peinp771:111838,P-R-62574-18-10,P-R-61718-18-3,P-R-55661-18-12,P-R-35513-4-4,P-R-33892-1-8,P-R-33696-1-5,P-R-33569-1-9,P-R-31987-1-6,P-X-60583-3-11,P-R-68433-1-3,P-R-64769-14-16,P-R-55749-1-4,P-R-43644-6-13,P-R-39912-1-2,P-R-39283-4-10,podoc563:116572,P-R-50380-18-18,P-R-73521-1-3,P-R-68146-1-5,P-R-68150-18-14,P-R-66024-18-29,P-R-64295-18-30,P-R-64595-1-4,P-R-63338-18-11,P-R-61298-18-5,P-R-58251-18-11,P-R-48161-18-32,P-R-33737-1-4,P-X-74234-1-9,P-E-29662-C1-3,P-R-67807-2-6,P-R-67809-2-7,P-R-67803-2-6,P-R-63947-18-2,P-R-55468-18-30,P-R-53785-18-9,P-R-53256-2-11,P-R-47242-18-11,P-R-45550-18-46,P-R-42512-1-2,P-R-40169-8-11,P-R-38704-4-6,P-R-37581-18-17,P-R-36664-4-3,P-R-35946-6-4,P-R-35476-2-5,P-R-35407-4-3,P-R-30292-4-7,P-R-28644-1-4,P-R-24037-1-6,P-R-23445-3-6,P-R-23434-3-7,P-R-23403-3-8,P-R-18513-1-30,P-D-34697-2-4,P-D-34609-1-3,P-D-34262-1-5,P-D-34260-1-5,P-D-34258-2-5,P-D-34250-1-3,P-D-32465-1-5,shgra747:86677,P-R-72827-18-6,P-R-70123-1-5,P-R-69427-1-5,P-R-65011-1-3,P-R-62585-18-12,P-R-50541-2-7,P-R-36932-2-13,P-R-69232-56-14,P-R-26442-1-8,P-R-23681-2-7,P-D-32502-2-3,P-D-32501-2-3,P-D-32415-2-3,P-R-64513-18-10,P-R-51916-84-31,P-R-38462-10-32,P-R-1010393-1-3,P-R-1009717-3-5,P-R-45865-11-17,P-R-1006894-1-3,P-R-1002778-5-7,P-R-1002156-2-4,P-R-1001617-1-3,P-R-1000437-3-5,P-R-25269-12-17,P-R-1000061-2-4,P-R-117548-2-4,P-R-115946-3-5,P-R-114468-1-3,P-R-111853-2-4,P-R-111682-1-3,P-R-109880-2-4,P-R-107832-1-3,P-R-105731-35-37,P-R-104435-10-12,P-R-100294-1-3,P-R-99633-1-3,P-R-98929-1-3,P-R-98837-1-3,P-R-98250-1-3,P-R-93077-1-3,P-R-90895-3-5,P-R-88419-2-4,P-R-86118-1-3,P-R-80517-6-8,P-R-78852-3-5,P-R-78112-4-6,P-R-77403-1-3,P-R-77397-1-3,P-R-77266-4-6,P-R-77140-2-4,P-R-77129-2-4,P-R-76918-1-3,P-R-76721-1-3,P-R-76432-3-5,P-R-76253-1-3,P-R-75440-2-4,P-R-75436-1-3,P-R-75434-1-3,P-R-75433-1-3,P-R-74094-1-3,P-R-73676-1-3,P-R-73027-2-6,P-R-72829-2-4,P-R-72461-3-5,P-R-72449-7-10,P-R-72030-4-6,P-R-46041-4-8,P-R-46062-4-8,P-R-46066-4-8,P-R-46058-4-8,P-R-46055-3-7,P-R-46065-4-8,P-R-46067-4-8,P-R-46064-4-8,P-R-46054-4-8,P-R-23746-27-33,P-R-71346-1-3,P-R-49435-9-21,P-R-59545-4-8,P-R-49459-10-14,P-R-56209-5-11,P-R-69360-3-5,P-R-69117-2-4,P-R-68069-2-4,P-R-67544-2-5,P-R-66975-1-3,P-R-66757-7-9,P-R-66140-3-5,P-R-65567-1-3,P-R-60602-1-3,P-R-58891-2-4,P-R-58471-2-4,P-R-58093-1-3,P-R-54040-4-6,P-R-53309-1-3,P-R-52633-1-3,P-R-52171-2-4,P-R-51921-8-10,P-R-51258-5-7,P-R-50752-2-4,P-R-50681-2-4,P-R-50599-4-6,P-R-50596-4-8,P-R-50553-1-3,P-R-49597-3-5,P-R-49458-2-4,P-R-48530-5-7,P-R-47948-1-4,P-R-47564-4-6,P-R-46580-3-5,P-R-46484-9-11,P-R-46122-1-3,P-R-45858-2-4,P-R-44950-1-3,P-R-43966-2-4,P-R-43502-18-20,P-R-43238-3-5,P-R-43188-6-8,P-R-38248-15-19,P-R-41430-1-3,P-R-40751-8-10,P-R-40273-4-6,P-R-39238-2-4,P-R-38878-2-4,P-R-38682-3-5,P-R-37588-2-4,P-R-37548-4-6,P-R-37376-2-4,P-R-34355-5-7,P-R-26266-4-9,P-R-26834-3-8,P-R-24662-15-21,P-R-27479-6-11,P-R-26056-7-15,P-R-27006-7-12,P-R-32191-9-11,P-R-30338-3-7,P-R-30178-74-76,P-R-30080-21-23,P-R-30053-7-9,P-R-27458-1-5,P-R-25822-13-16,P-R-25653-3-6,P-R-25083-6-9,P-R-24690-31-35,P-R-24689-2-5,P-R-24666-2-5,P-R-24663-6-11,P-R-24659-7-10,P-R-23744-7-9,P-R-23739-7-9,P-R-23736-14-17,P-R-23734-7-9,P-R-23730-16-19,P-R-23723-8-10,P-D-32588-1-3,P-D-32534-1-3,P-D-32524-1-3,P-D-32518-1-3,P-D-32512-1-3,P-D-32509-1-3,P-D-32504-1-3,P-D-32486-1-3,P-D-32485-1-4,P-D-32484-1-4,P-D-32405-1-3,P-X-117829-1-3,P-X-110478-1-9,P-X-73179-1-7,P-X-71999-3-11,P-E-38455-4-4,P-R-60033-10-29,P-R-62601-18-10,P-R-47046-C25-24,P-R-47601-18-13,P-R-46900-18-8,P-R-46202-18-11,P-R-40152-18-16,P-R-39981-18-9,P-R-39509-10-14,P-R-39377-18-14,P-R-35869-12-10,P-R-33916-1-5,P-R-33739-1-7,P-R-33580-8-9,P-R-32042-2-14,P-D-65087-4-22,P-D-65084-5-51,dlis_polymer_v2:195998,dlist_polymer_v1:177218,enablenotesearch:149734,ucsha660:76558,P-X-67656-1-3,P-R-68086-2-4,P-R-63588-18-9,P-R-61426-C17-6,P-R-60205-18-6,P-R-59426-1-3,P-R-49130-18-23,P-R-46913-18-7,P-R-46839-18-14,P-R-37449-18-15,P-R-25867-1-6,uxacc787:56194,P-R-19262-2-12,P-E-44774-2-9,P-E-29661-2-3,P-R-81720-1-2,P-R-58406-1-5,P-D-50697-2-4,P-D-29719-1-1,P-D-29718-1-1,P-D-29593-1-4","Data.LockType":100}	
05/30/2022 06:09:45.762	EXCEL (0x7DC)	0x1758	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Licensing.OfficeClientLicensing.DoLicenseValidation","Flags":33777005828947969,"InternalSequenceNumber":99,"Time":"2022-05-30T06:09:45.746Z","Rule":"224901.11","Contract":"Office.Legacy.Metadata","Data.LicensingACID":"85DD8B5F-EAA4-4AF3-A628-CCE9E77C9A03","Data.OlsLicenseId":"04145-000-000000","Data.LicenseStatus":2,"Data.LicenseType":6,"Data.IsSubscription":false,"Data.IsSCA":false,"Data.IsvNext":false,"Data.IsRFM":true,"Data.LicenseCategory":7,"Data.LicensingMode":0,"Data.IsEdu":false}	
05/30/2022 06:09:45.775	EXCEL (0x7DC)	0x26D0	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.IntelligentServices.PrivacyConsent.PrivacyEvent","Flags":2814758373933057,"InternalSequenceNumber":102,"Time":"2022-05-30T06:09:45.774Z","Data.ActionId":1,"Data.SendCustomerData":true,"Data.SendTelemetryOption":1,"Data.UserContentServiceGroupState":1,"Data.DownloadedContentServiceGroupState":1,"Data.ControllerConnectedServicesState":1,"Data.OfficeServiceConnectionState":1,"Data.UserCategory":0,"Data.SendCustomerDataPolicy":false,"Data.SendTelemetryOptionPolicy":false,"Data.UseOnlineContentPolicy":false,"Data.UserContentDisabledPolicy":false,"Data.DownloadContentDisabledPolicy":false,"Data.DisconnectedStatePolicy":false,"Data.UserCCSDisabled":false,"Data.IsEnterpriseUser":true,"Data.SeenInsidersDialog":true,"Data.SeenOptInDialog":true,"Data.NewPrivacyUILayoutEnabled":false}	
05/30/2022 06:09:49.689	EXCEL (0x7DC)	0x302C	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Telemetry.DynamicConfig.FetchConfigs","Flags":33777014401990913,"InternalSequenceNumber":109,"Time":"2022-05-30T06:09:49.689Z","Contract":"Office.System.Activity","Activity.CV":"VvstyJQtcEGOv5577cpxIg.24","Activity.Duration":13426,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.RejectedConfigsList":"","Data.ParsedConfigCount":33,"Data.RejectedConfigCount":0}	
05/30/2022 06:09:49.735	EXCEL (0x7DC)	0x302C	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Telemetry.AriaEventSink.HandleMsaDeviceTokenResponse","Flags":33777014401990913,"InternalSequenceNumber":111,"Time":"2022-05-30T06:09:49.735Z","Contract":"Office.System.Activity","Activity.CV":"VvstyJQtcEGOv5577cpxIg.25.1","Activity.Duration":262,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Data.RetryCount":0}	
05/30/2022 06:09:49.735	EXCEL (0x7DC)	0x302C	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Telemetry.AriaEventSink.RequestMsaDeviceToken","Flags":33777014401990913,"InternalSequenceNumber":112,"Time":"2022-05-30T06:09:49.735Z","Contract":"Office.System.Activity","Activity.CV":"VvstyJQtcEGOv5577cpxIg.25","Activity.Duration":5541,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Data.RetryCount":0}	
05/30/2022 06:09:49.735	EXCEL (0x7DC)	0x302C	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Telemetry.FlushEventBuffer","Flags":33777014401991169,"InternalSequenceNumber":113,"Time":"2022-05-30T06:09:49.735Z","Data.FirstPassCount":109,"Data.SecondPassCount":3}	
05/30/2022 06:10:17.369	EXCEL (0x7DC)	0x1558	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Telemetry.DynamicConfig.ParseJsonConfig","Flags":33777014401990913,"InternalSequenceNumber":127,"Time":"2022-05-30T06:10:17.369Z","Contract":"Office.System.Activity","Activity.CV":"VvstyJQtcEGOv5577cpxIg.24.1","Activity.Duration":394,"Activity.Count":33,"Activity.AggMode":2,"Activity.Success":true,"Activity.AggInterval":1}	
